NO,WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ViewContent,ViewAccess,Privacy,OverallRating,RAND
335,1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,2325,0,494,2292,0,9148,2985,494,16603,0.068691465,0,0.01459509,0.067716489,0,0.270275061,0.088190977,0.01459509,0.490530919,1,0,0,0,0,152.6801557,6,41.67885208,152.6801557,50000,731.9239643,50000,223.2417629,731.9239643,152.6801557,56938.53646,1,3.44,3.18,2.7,2.88,0.62623292
336,3,10.08000007,3.360000024,12.25703297,16.34271062,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,3520,0,711,2964,0,11670,3274,711,21120,0.081370351,0,0.016435886,0.068517534,0,0.269770452,0.075683673,0.016435886,0.488222104,0,0,0,1,0,152.6801557,6,41.67885208,152.8247392,50000,731.9239643,50000,213.8122138,731.9239643,152.6801557,54299.19185,1,2.925,1.5,1.925,2.45,0.928564394
337,1,6.080000396,6.080000396,3.925875698,19.62937849,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,1675,0,551,0,0,3633,1447,551,18893,0.063933738,0,0.021031337,0,0,0.138669415,0.055231116,0.021031337,0.721134394,0,0,0,1,0,708.3535938,5,41.67885208,759.7095184,50000,731.9239643,50000,432.2447984,731.9239643,708.3535938,56393.81325,1,3.04,3.3,3.22,3.7,0.137451139
338,2,9.240000009,4.620000005,8.04005597,16.08011194,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,3000,0,556,2709,0,11039,3011,556,19505,0.075339026,0,0.013962833,0.06803114,0,0.277222501,0.075615269,0.013962833,0.489829232,0,0,0,1,0,152.6801557,6,41.67885208,152.8498003,50000,731.9239643,50000,218.0283068,731.9239643,152.6801557,55651.60222,1,1.725,2.8,1.85,2.075,0.355763877
339,4,7.919999485,1.979999871,16.55703297,24.83554945,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,3883,0,638,124,0,8520,2775,638,18140,0.113937793,0,0.018720657,0.003638498,0,0.25,0.081426056,0.018720657,0.532276995,0,0,0,1,0,152.6801557,6,41.67885208,152.6801557,50000,732.2693585,50000,208.9054718,732.2693585,152.6801557,54656.40546,1,2.966666667,1.75,3.25,2.25,0.098428184
340,1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,1675,0,551,0,0,3633,1447,551,10586,0.093617259,0,0.030795886,0,0,0.203051643,0.080874134,0.030795886,0.591661078,0,0,0,1,0,708.3535938,5,41.67885208,759.7095184,50000,731.9239643,50000,432.2447984,731.9239643,708.3535938,57335.03106,1,3.34,-0.02,3.04,2.58,0.23451656
341,1,9.600000954,9.600000954,3.920459157,19.60229579,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,5886,52,20094,0,0,0,0,20094,15119,0.143034191,0.001263639,0.488299191,0,0,0,0,0.488299191,0.367402979,0,1,0,0,0,25.33147294,4,1001.5,56.07395216,25.33147294,134.3562245,50000,50000,134.3562245,50000,52285.82502,1,3.14,3.76,3.4,3.7,0.760862571
342,2,6.600000298,3.300000149,8.130344396,20.32586099,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,3842,52,14688,0,0,0,0,14688,9798,0.135377026,0.001832276,0.517547569,0,0,0,0,0.517547569,0.345243129,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,138.097996,50000,50000,138.097996,50000,54531.87789,1,4.32,1.4,3.1,2.42,0.56486918
343,3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,4417,6,14735,0,0,0,0,14735,5459,0.17942885,0.000243734,0.598570094,0,0,0,0,0.598570094,0.221757322,0,1,0,0,0,25.33147294,3,1001.5,51.19562352,25.33147294,130.9434219,50000,50000,130.9434219,50000,52120.45519,1,3.16,2.4,3.3,2.94,0.597715031
344,1,13.44000098,13.44000098,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,7019,522,33259,0,0,0,0,33259,16939,0.121564281,0.009040683,0.576023139,0,0,0,0,0.576023139,0.293371898,0,1,0,0,0,25.33147294,4,1001.5,48.89483764,25.33147294,98.6317304,50000,50000,98.6317304,50000,51938.80567,1,1.15,2.6,0.675,2.025,0.349701563
345,1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,4032,216,21177,0,0,0,0,21177,8422,0.119124295,0.006381659,0.625668449,0,0,0,0,0.625668449,0.248825598,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,56204.59075,1,3.42,2.82,3.18,3.46,0.229420631
346,3,10.08000007,3.360000024,12.25703297,20.42838828,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,4696,433,27070,0,0,0,0,27070,11060,0.108555445,0.010009478,0.625765737,0,0,0,0,0.625765737,0.25566934,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.64387567,50000,50000,98.64387567,50000,53556.35499,1,3.54,2.3,3.22,2.92,0.045547048
347,1,6.080000396,6.080000396,3.925875698,19.62937849,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,3322,0,13841,0,0,0,0,13841,9036,0.126798733,0,0.528302607,0,0,0,0,0.528302607,0.34489866,1,0,0,0,0,101.9772546,3,1001.5,101.9772546,50000,144.103726,50000,50000,144.103726,50000,55710.70113,1,2.84,0.22,3.18,1.9,0.133453184
348,2,9.240000009,4.620000005,8.04005597,24.12016791,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,4674,355,24526,0,0,0,0,24526,10265,0.117378202,0.008915118,0.615921647,0,0,0,0,0.615921647,0.257785033,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,54910.28121,1,2.75,1.75,3.416666667,2.3,0.884866793
349,4,7.919999485,1.979999871,16.55703297,12.41777473,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,3869,405,22064,0,0,0,0,22064,7742,0.113526995,0.011883803,0.64741784,0,0,0,0,0.64741784,0.227171362,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,54040.77683,1,3.733333333,1.266666667,4.2,1.9,0.03035233
350,1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,3322,0,13602,0,0,0,0,13602,968,0.185669573,0,0.760228035,0,0,0,0,0.760228035,0.054102392,1,0,0,0,0,101.9772546,3,1001.5,101.9772546,50000,143.9524144,50000,50000,143.9524144,50000,56618.53027,1,3.44,0.76,3.26,2.08,0.771847883
351,1,9.600000954,9.600000954,3.920459157,23.52275494,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,12629,0,18668,0,1271,0,0,19939,8583,0.306894122,0,0.453646327,0,0.030886248,0,0,0.484532575,0.208573303,0,0,1,0,0,114.5639031,4,20.79686546,422.3853601,50000,114.5639031,191.2680897,50000,114.5639031,50000,53079.36132,2,4.083333333,4.05,2.866666667,4.216666667,0.382629872
352,2,6.600000298,3.300000149,8.130344396,16.26068879,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,9939,0,12048,0,1030,0,0,13078,5363,0.350211416,0,0.424524313,0,0.036293164,0,0,0.460817477,0.188971106,0,0,1,0,0,142.7072435,4,20.79686546,441.9525623,50000,142.7072435,192.0741554,50000,142.7072435,50000,54547.90841,2,3.675,2.475,3.05,3.45,0.892650485
353,3,5.760000315,1.920000105,12.50512484,20.84187473,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,5989,0,15245,0,956,0,0,16201,2427,0.243287159,0,0.619287484,0,0.038834951,0,0,0.658122436,0.098590405,0,0,1,0,0,107.7350908,4,20.79686546,405.0806312,50000,107.7350908,192.1596029,50000,107.7350908,50000,53541.54471,2,3.34,1.1,2.04,2.66,0.423542247
354,1,13.44000098,13.44000098,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,12629,0,20713,4114,11598,0,102,32311,8583,0.218725645,0,0.358734997,0.071251667,0.20086943,0,0.00176657,0.559604427,0.148651691,0,0,0,1,0,80.55944872,6,20.79686546,422.3853601,50000,101.4990334,86.76608186,50000,86.76608186,80.55944872,53079.36132,2,4.54,4.28,0.18,3.22,0.856992925
355,1,7.840000129,7.840000129,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,7424,0,10503,1907,7999,0,68,18502,5946,0.219339971,0,0.310308151,0.056341773,0.236328183,0,0.002009041,0.546636334,0.175672881,0,0,0,1,0,80.77519952,6,20.79686546,495.3892032,50000,143.3533388,84.81357417,50000,84.81357417,80.77519952,56602.21806,2,4.275,3.475,2.375,3.625,0.267204112
356,3,10.08000007,3.360000024,12.25703297,24.51406593,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,8178,0,15873,3079,9117,0,102,24990,6910,0.189047366,0,0.366929425,0.07117594,0.210753832,0,0.002357891,0.577683257,0.159735546,0,0,0,1,0,80.55944872,6,20.79686546,436.091183,50000,115.7968924,86.65433891,50000,86.65433891,80.55944872,53559.46561,2,4.633333333,3.25,1.9,3.616666667,0.0023581
357,1,6.080000396,6.080000396,3.925875698,15.70350279,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,8623,0,10979,0,308,0,0,11287,6289,0.3291347,0,0.419061796,0,0.011756174,0,0,0.43081797,0.24004733,0,0,1,0,0,161.9141807,4,20.79686546,461.4086255,50000,161.9141807,224.9385917,50000,161.9141807,50000,56210.47599,2,3.725,3.275,3.6,4.05,0.543597254
358,2,9.240000009,4.620000005,8.04005597,20.10013993,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,9902,0,12480,3019,8854,0,102,21334,5463,0.248669011,0,0.313410347,0.075816173,0.222350578,0,0.002561527,0.535760924,0.137192366,0,0,0,1,0,80.55944872,6,20.79686546,441.6564895,50000,139.2438461,85.27007196,50000,85.27007196,80.55944872,55557.42771,2,4.86,4.26,1.96,4.42,0.426539191
359,4,7.919999485,1.979999871,16.55703297,20.69629121,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,9283,0,12466,2749,5487,0,102,17953,3993,0.272388498,0,0.365786385,0.080663146,0.161003521,0,0.002992958,0.526789906,0.117165493,0,0,0,1,0,80.55944872,6,20.79686546,454.4257377,50000,127.572857,100.447693,50000,100.447693,80.55944872,53913.65395,2,2.8,1.24,1.54,1.9,0.886462329
360,1,4.159999909,4.159999909,3.902883549,23.41730129,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,5230,0,10979,0,308,0,0,11287,1375,0.292309412,0,0.613626202,0,0.017214397,0,0,0.630840599,0.076849989,0,0,1,0,0,161.9141807,4,20.79686546,479.9850688,50000,161.9141807,224.9385917,50000,161.9141807,50000,58251.47391,2,3.566666667,0.816666667,2.483333333,2.25,0.531893755
361,1,9.600000954,9.600000954,3.920459157,11.76137747,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,186,0,19919,0,0,2574,0,19919,18472,0.004519939,0,0.48404656,0,0,0.06255012,0,0.48404656,0.448883381,0,0,1,0,0,667.2005723,4,15.38297462,1548.111843,50000,667.2005723,50000,528.6133232,667.2005723,50000,53061.57012,2,5,3.466666667,2.566666667,4.233333333,0.417314382
362,2,6.600000298,3.300000149,8.130344396,24.39103319,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,97,0,13482,0,0,1831,0,13482,12970,0.0034179,0,0.475052854,0,0,0.064517266,0,0.475052854,0.45701198,0,0,1,0,0,662.0427496,4,15.38297462,1547.018432,50000,662.0427496,50000,526.9664564,662.0427496,50000,54874.35514,2,4.133333333,3.016666667,3.133333333,3.75,0.253699623
363,3,5.760000315,1.920000105,12.50512484,25.01024968,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,186,0,14919,0,0,1889,0,14919,7623,0.007555754,0,0.606044603,0,0,0.076735589,0,0.606044603,0.309664053,0,0,1,0,0,667.0798473,4,15.38297462,1548.111843,50000,667.0798473,50000,529.1674945,667.0798473,50000,53322.88187,2,3.483333333,1.683333333,3.4,3.116666667,0.895807856
364,1,13.44000098,13.44000098,3.9,11.7,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,186,0,23421,12444,0,2574,642,23421,18472,0.003221393,0,0.405635706,0.215521571,0,0.04457992,0.011119001,0.405635706,0.319922409,0,0,0,1,0,85.47311901,6,15.38297462,1548.111843,50000,480.5314391,50000,528.6133232,480.5314391,85.47311901,53061.57012,2,4.633333333,4.166666667,3.433333333,4.333333333,0.466334897
365,1,7.840000129,7.840000129,3.9,23.4,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,0,0,13402,7209,0,1582,447,13402,11207,0,0,0.395958283,0.212987857,0,0.046739741,0.013206488,0.395958283,0.331107631,0,0,0,1,0,85.47311901,5,15.38297462,50000,50000,477.4203026,50000,534.4603184,477.4203026,85.47311901,56610.04224,2,4.2,3.316666667,1.55,2.666666667,0.269466257
367,1,6.080000396,6.080000396,3.925875698,15.70350279,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,21,0,11685,0,0,1795,0,11685,12698,0.000801557,0,0.44600939,0,0,0.068514065,0,0.44600939,0.484674988,0,0,1,0,0,810.8407443,4,15.38297462,1605.861859,50000,810.8407443,50000,533.0436631,810.8407443,50000,56050.20831,2,4.6,3.35,3.825,4.45,0.803228439
368,2,9.240000009,4.620000005,8.04005597,12.06008396,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,69,0,15866,8472,0,1838,535,15866,13040,0.001732798,0,0.398442993,0.212757408,0,0.04615771,0.01343546,0.398442993,0.327473631,0,0,0,1,0,85.47311901,6,15.38297462,1544.847067,50000,477.1202367,50000,529.3097804,477.1202367,85.47311901,55340.48622,2,2.066666667,3.166666667,3.3,2.733333333,0.43510632
369,4,7.919999485,1.979999871,16.55703297,20.69629121,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,148,0,14375,6190,0,1978,493,14375,10896,0.004342723,0,0.421801643,0.181631455,0,0.058039906,0.014465962,0.421801643,0.31971831,0,0,0,1,0,85.47311901,6,15.38297462,1545.886608,50000,569.7591408,50000,524.9363608,569.7591408,85.47311901,54493.65145,2,3.36,1.94,1.82,2.84,0.423808139
370,1,4.159999909,4.159999909,3.902883549,19.51441775,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,21,0,11670,0,0,1795,0,11670,4406,0.001173709,0,0.652246814,0,0,0.100324167,0,0.652246814,0.24625531,0,0,1,0,0,810.6435637,4,15.38297462,1605.861859,50000,810.6435637,50000,533.0436631,810.6435637,50000,57283.35787,2,4.52,3,4.16,4.2,0.719871379
371,1,9.600000954,9.600000954,3.920459157,19.60229579,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,81,0,4222,0,0,11894,0,4222,24954,0.00196836,0,0.10259775,0,0,0.289033073,0,0.10259775,0.606400817,1,0,0,0,0,50.44935507,4,50000,50.44935507,50000,16721.01101,50000,276.8158685,16721.01101,50000,53093.50574,2,4.82,4.86,4.02,4.64,0.713566638
372,2,6.600000298,3.300000149,8.130344396,16.26068879,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,6,0,2827,0,0,8248,0,2827,17299,0.000211416,0,0.099612403,0,0,0.290627202,0,0.099612403,0.609548978,1,0,0,0,0,53.37032534,3,50000,53.37032534,50000,16285.698,50000,275.5094528,16285.698,50000,55036.27313,2,4.95,1.75,4.875,3.925,0.155515944
373,3,5.760000315,1.920000105,12.50512484,25.01024968,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,81,0,3005,0,0,8940,0,3005,12591,0.003290409,0,0.122070114,0,0,0.363163667,0,0.122070114,0.511475809,1,0,0,0,0,50.44935507,4,50000,50.44935507,50000,17865.00631,50000,276.2584941,17865.00631,50000,53140.25086,2,4.15,2.266666667,3.933333333,3.65,0.088668193
374,1,13.44000098,13.44000098,3.9,15.6,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,8517,0,10293,0,0,13975,0,10293,24954,0.147508616,0,0.178267722,0,0,0.242037444,0,0.178267722,0.432186217,0,0,1,0,0,37.12785576,4,50000,39.64287394,50000,37.12785576,50000,211.9062432,37.12785576,50000,53093.50574,2,4.3,3.85,1.675,4.05,0.62759332
375,1,7.840000129,7.840000129,3.9,19.5,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5004,0,6780,0,0,7824,0,6780,14239,0.147841759,0,0.200313174,0,0,0.231157857,0,0.200313174,0.42068721,0,0,1,0,0,37.16184241,4,50000,39.40846276,50000,37.16184241,50000,229.1222879,37.16184241,50000,56798.65936,2,3.68,3.8,2.54,3.54,0.60548539
