NO,Background,WindowType,WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ID,ViewContent,ViewAccess,Privacy,OverallRating,RAND
297,30,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,0,0,0,0,356,6034,0,356,19809,0,0,0,0,0.013588305,0.230314134,0,0.013588305,0.756097561,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,56440.44437,2,R_1KuW4MBgRJPGKKW,5,4.5,4,4,0.158452617
297,30,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,0,0,0,0,356,6034,0,356,19809,0,0,0,0,0.013588305,0.230314134,0,0.013588305,0.756097561,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,56440.44437,2,R_1QlroHlLtCa8MDS,5,4.2,3,4.5,0.613771514
297,30,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,0,0,0,0,356,6034,0,356,19809,0,0,0,0,0.013588305,0.230314134,0,0.013588305,0.756097561,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,56440.44437,2,R_3PBSedSdUfyQ0SE,5,3.1,5,4.7,0.305532531
297,30,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,0,0,0,0,356,6034,0,356,19809,0,0,0,0,0.013588305,0.230314134,0,0.013588305,0.756097561,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,56440.44437,2,R_r8gXkY5k3fT1TGx,4.8,2.8,4.3,5,0.777115374
298,30,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,0,0,0,0,12702,6246,412,12702,20460,0,0,0,0,0.318985434,0.156855851,0.01034656,0.318985434,0.513812155,0,0,0,1,0,41.61019973,4,12.54902554,50000,50000,50000,47.6838883,161.9399741,47.6838883,41.61019973,55707.25621,2,R_1M6CLV7Cer16mVt,5,5,-2.9,-0.3,0.687881235
298,30,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,0,0,0,0,12702,6246,412,12702,20460,0,0,0,0,0.318985434,0.156855851,0.01034656,0.318985434,0.513812155,0,0,0,1,0,41.61019973,4,12.54902554,50000,50000,50000,47.6838883,161.9399741,47.6838883,41.61019973,55707.25621,2,R_qWqotByIT5GFyqB,1.8,1.8,-1,1.4,0.743171307
298,30,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,0,0,0,0,12702,6246,412,12702,20460,0,0,0,0,0.318985434,0.156855851,0.01034656,0.318985434,0.513812155,0,0,0,1,0,41.61019973,4,12.54902554,50000,50000,50000,47.6838883,161.9399741,47.6838883,41.61019973,55707.25621,2,R_3CDEdzxRZOjUbee,5,3.2,-1.9,3.4,0.03079738
299,30,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,R_1iexFX9Ul6KcI2f,2.8,0.9,0.7,1.3,0.458716518
299,30,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,R_2YDI1N4efqrVch1,3.6,1.7,1.1,3,0.536390286
299,30,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,R_3MnG3OVVcWWOfvt,5,1,0.7,3.5,0.578614079
299,30,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,R_1DnxKithVDfgVPF,5,5,3.3,4.1,0.828680115
299,30,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,R_2YtYTRBCWfNDJm5,5,5,5,5,0.742410632
300,30,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,R_333IM7rlSBZOL4x,1.4,1.3,0.8,1.3,0.332905118
300,30,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,R_1M6CLV7Cer16mVt,5,-2.2,5,2.4,0.441073662
300,30,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,R_AiyynxPXEToAau5,5,2.5,5,3.9,0.236695295
300,30,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,R_79h6Q3Ule3gRFMR,5,-2.8,5,3.9,0.913295087
300,30,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,R_3F25cqTO5c0pefv,5,2.1,4.6,4,0.173359554
300,30,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,0,0,0,0,356,6034,0,356,11502,0,0,0,0,0.019897161,0.337245696,0,0.019897161,0.642857143,1,0,0,0,0,0,3,12.54902554,50000,50000,50000,121.4358282,162.2928703,121.4358282,50000,57372.68374,2,R_r8gXkY5k3fT1TGx,3.8,1.1,4.1,4.3,0.526517675
301,31,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,9373,0,0,3572,0,0,1309,0,26897,0.227770893,0,0,0.086802265,0,0,0.031809677,0,0.653617166,1,0,0,0,0,190.6086428,4,33.35454559,190.6086428,50000,50000,50000,50000,50000,209.9683257,53124.22143,2,R_1OrHITjXbAArgno,2.1,1.1,2.3,1.7,0.029486521
301,31,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,9373,0,0,3572,0,0,1309,0,26897,0.227770893,0,0,0.086802265,0,0,0.031809677,0,0.653617166,1,0,0,0,0,190.6086428,4,33.35454559,190.6086428,50000,50000,50000,50000,50000,209.9683257,53124.22143,2,R_bxwWUvy8oXB2B8d,3.3,3,2.6,2.5,0.916662047
301,31,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,9373,0,0,3572,0,0,1309,0,26897,0.227770893,0,0,0.086802265,0,0,0.031809677,0,0.653617166,1,0,0,0,0,190.6086428,4,33.35454559,190.6086428,50000,50000,50000,50000,50000,209.9683257,53124.22143,2,R_3kh2L2r1wiYCZ3N,2.1,5,5,4.5,0.348107206
301,31,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,9373,0,0,3572,0,0,1309,0,26897,0.227770893,0,0,0.086802265,0,0,0.031809677,0,0.653617166,1,0,0,0,0,190.6086428,4,33.35454559,190.6086428,50000,50000,50000,50000,50000,209.9683257,53124.22143,2,R_1KuW4MBgRJPGKKW,5,5,4.5,5,0.600201808
302,31,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,5746,0,0,2589,0,0,1192,0,18853,0.202466526,0,0,0.091226216,0,0,0.042001409,0,0.664305849,1,0,0,0,0,191.1917259,4,33.35454559,191.1917259,50000,50000,50000,50000,50000,213.9593989,55116.91107,2,R_bwPphQkYz75G5Hj,-2.7,2.6,2.8,1.1,0.442403159
302,31,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,5746,0,0,2589,0,0,1192,0,18853,0.202466526,0,0,0.091226216,0,0,0.042001409,0,0.664305849,1,0,0,0,0,191.1917259,4,33.35454559,191.1917259,50000,50000,50000,50000,50000,213.9593989,55116.91107,2,R_4PdfmyPGVb4fSVz,2.1,1.9,2.6,2.1,0.225079148
302,31,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,5746,0,0,2589,0,0,1192,0,18853,0.202466526,0,0,0.091226216,0,0,0.042001409,0,0.664305849,1,0,0,0,0,191.1917259,4,33.35454559,191.1917259,50000,50000,50000,50000,50000,213.9593989,55116.91107,2,R_3kh2L2r1wiYCZ3N,1.1,4.2,4,3.8,0.299454411
302,31,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,5746,0,0,2589,0,0,1192,0,18853,0.202466526,0,0,0.091226216,0,0,0.042001409,0,0.664305849,1,0,0,0,0,191.1917259,4,33.35454559,191.1917259,50000,50000,50000,50000,50000,213.9593989,55116.91107,2,R_2CrBQiYe4MBQqWE,5,3.6,5,4.8,0.400232264
303,31,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,7701,0,0,2240,0,0,820,0,13856,0.312832595,0,0,0.090994029,0,0,0.033310314,0,0.562863062,1,0,0,0,0,190.0262431,4,33.35454559,190.0262431,50000,50000,50000,50000,50000,208.1444767,53092.25512,2,R_3CDEdzxRZOjUbee,3.3,-0.9,0.9,1.6,0.148557915
303,31,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,7701,0,0,2240,0,0,820,0,13856,0.312832595,0,0,0.090994029,0,0,0.033310314,0,0.562863062,1,0,0,0,0,190.0262431,4,33.35454559,190.0262431,50000,50000,50000,50000,50000,208.1444767,53092.25512,2,R_1KuW4MBgRJPGKKW,4.5,0.5,4,2.5,0.366151631
303,31,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,7701,0,0,2240,0,0,820,0,13856,0.312832595,0,0,0.090994029,0,0,0.033310314,0,0.562863062,1,0,0,0,0,190.0262431,4,33.35454559,190.0262431,50000,50000,50000,50000,50000,208.1444767,53092.25512,2,R_3PBSedSdUfyQ0SE,2.1,2,4.1,2.9,0.861108684
303,31,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,7701,0,0,2240,0,0,820,0,13856,0.312832595,0,0,0.090994029,0,0,0.033310314,0,0.562863062,1,0,0,0,0,190.0262431,4,33.35454559,190.0262431,50000,50000,50000,50000,50000,208.1444767,53092.25512,2,R_3s5NfHGKbZZaMho,5,2.9,3,3.5,0.667658659
303,31,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,7701,0,0,2240,0,0,820,0,13856,0.312832595,0,0,0.090994029,0,0,0.033310314,0,0.562863062,1,0,0,0,0,190.0262431,4,33.35454559,190.0262431,50000,50000,50000,50000,50000,208.1444767,53092.25512,2,R_3oBfC9HbvBkpzEW,4.6,2.9,2.2,4.8,0.88156921
304,31,4,1,13.44000098,13.44000098,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,9630,4728,0,13041,0,0,3443,0,26897,0.166785015,0.081885727,0,0.225861203,0,0,0.059630406,0,0.465837649,0,1,0,0,0,4.995031002,5,33.35454559,190.492229,4.995031002,50000,50000,50000,50000,113.94055,53124.22143,2,R_2A0eGnKJ5bQA3q0,1.1,4.3,0.5,2.1,0.548060103
304,31,4,1,13.44000098,13.44000098,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,9630,4728,0,13041,0,0,3443,0,26897,0.166785015,0.081885727,0,0.225861203,0,0,0.059630406,0,0.465837649,0,1,0,0,0,4.995031002,5,33.35454559,190.492229,4.995031002,50000,50000,50000,50000,113.94055,53124.22143,2,R_237bZrevdjEmjps,2.5,4.4,3.3,2.7,0.303962378
304,31,4,1,13.44000098,13.44000098,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,9630,4728,0,13041,0,0,3443,0,26897,0.166785015,0.081885727,0,0.225861203,0,0,0.059630406,0,0.465837649,0,1,0,0,0,4.995031002,5,33.35454559,190.492229,4.995031002,50000,50000,50000,50000,113.94055,53124.22143,2,R_3CUAeQjosG4PWQp,2,5,5,3.1,0.443454827
304,31,4,1,13.44000098,13.44000098,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,459,884,1343,1264,1264,0.118574012,0.228364764,0.346938776,0.326530612,0.326530612,9630,4728,0,13041,0,0,3443,0,26897,0.166785015,0.081885727,0,0.225861203,0,0,0.059630406,0,0.465837649,0,1,0,0,0,4.995031002,5,33.35454559,190.492229,4.995031002,50000,50000,50000,50000,113.94055,53124.22143,2,R_3PBSedSdUfyQ0SE,3.8,5,1.2,3.8,0.779761977
305,31,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5068,2881,0,7594,0,0,2749,0,15555,0.14973262,0.085118327,0,0.224362573,0,0,0.081218424,0,0.459568056,0,1,0,0,0,4.995031002,5,33.35454559,225.8751101,4.995031002,50000,50000,50000,50000,113.6898804,56878.37439,2,R_2SeKJw4eXx3NeDo,-1,5,2,-0.5,0.240095409
305,31,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5068,2881,0,7594,0,0,2749,0,15555,0.14973262,0.085118327,0,0.224362573,0,0,0.081218424,0,0.459568056,0,1,0,0,0,4.995031002,5,33.35454559,225.8751101,4.995031002,50000,50000,50000,50000,113.6898804,56878.37439,2,R_22mnZbOkpZdwfPc,1.6,2.4,1.2,1.4,0.497035586
305,31,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5068,2881,0,7594,0,0,2749,0,15555,0.14973262,0.085118327,0,0.224362573,0,0,0.081218424,0,0.459568056,0,1,0,0,0,4.995031002,5,33.35454559,225.8751101,4.995031002,50000,50000,50000,50000,113.6898804,56878.37439,2,R_XhA2VJEyLyoZSqR,2.4,1.8,0.3,2.7,0.060400523
305,31,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,5068,2881,0,7594,0,0,2749,0,15555,0.14973262,0.085118327,0,0.224362573,0,0,0.081218424,0,0.459568056,0,1,0,0,0,4.995031002,5,33.35454559,225.8751101,4.995031002,50000,50000,50000,50000,113.6898804,56878.37439,2,R_2CKtw7CXPseIHcc,3,3.9,4,3.4,0.558639218
